,Id,MSZoning,LotFrontage,LotArea,Street,Utilities,Neighborhood,BldgType,YearBuilt,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,Foundation,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,PoolArea,MiscVal,SaleType,SaleCondition,SalePrice
369,370,3.0,70.04995836802665,9830,1.0,0.0,12.0,0.0,1959,1.0,1.0,2.0,0.0,1.0,1063,1.0,4.0,1287,1287,3,1,2.0,7,1,2,2.0,0,0,8.0,4.0,162000
370,371,3.0,70.04995836802665,8121,1.0,0.0,8.0,0.0,2000,1.0,1.0,2.0,0.0,2.0,953,1.0,4.0,953,1664,3,1,3.0,7,1,2,2.0,0,0,8.0,4.0,172400
371,372,3.0,80.0,17120,1.0,0.0,4.0,0.0,1959,1.0,1.0,2.0,0.0,1.0,0,1.0,4.0,1120,1588,4,1,3.0,7,1,2,0.0,0,0,8.0,4.0,134432
372,373,3.0,50.0,7175,1.0,0.0,20.0,4.0,1984,1.0,1.0,2.0,0.0,1.0,744,1.0,4.0,752,752,2,1,3.0,4,0,1,2.0,0,0,8.0,4.0,125000
373,374,3.0,79.0,10634,1.0,0.0,12.0,0.0,1953,1.0,1.0,2.0,0.0,2.0,608,1.0,4.0,1319,1319,3,1,3.0,5,0,1,2.0,0,0,8.0,4.0,123000
374,375,3.0,65.0,8200,1.0,0.0,5.0,0.0,2003,1.0,1.0,2.0,0.0,2.0,847,1.0,4.0,847,1928,4,1,2.0,8,1,2,2.0,0,0,8.0,4.0,219500
375,376,3.0,70.04995836802665,10020,1.0,0.0,7.0,0.0,1922,1.0,1.0,2.0,0.0,0.0,683,0.0,0.0,904,904,1,1,1.0,4,0,0,2.0,0,0,8.0,4.0,61000
376,377,3.0,57.0,8846,1.0,0.0,5.0,0.0,1996,1.0,1.0,2.0,0.0,2.0,870,1.0,4.0,914,914,2,1,3.0,5,0,2,2.0,0,0,8.0,4.0,148000
377,378,1.0,102.0,11143,1.0,0.0,21.0,0.0,2004,1.0,1.0,2.0,0.0,2.0,1580,1.0,4.0,1580,2466,4,1,2.0,8,1,2,2.0,0,0,8.0,4.0,340000
378,379,3.0,88.0,11394,1.0,0.0,22.0,0.0,2010,3.0,1.0,3.0,350.0,2.0,1856,1.0,4.0,1856,1856,1,1,0.0,8,1,3,2.0,0,0,6.0,5.0,394432
379,380,3.0,60.0,8123,1.0,0.0,8.0,0.0,2000,1.0,1.0,1.0,16.0,2.0,982,1.0,4.0,1007,1800,3,1,3.0,7,1,2,2.0,0,0,8.0,4.0,179000
380,381,3.0,50.0,5000,1.0,0.0,18.0,0.0,1924,1.0,1.0,2.0,0.0,0.0,1026,1.0,4.0,1026,1691,3,1,2.0,6,1,1,2.0,0,0,8.0,4.0,127000
381,382,1.0,60.0,7200,1.0,0.0,21.0,0.0,2006,1.0,1.0,2.0,0.0,2.0,1293,1.0,4.0,1301,1301,2,1,2.0,5,1,2,2.0,0,0,6.0,5.0,187750
382,383,3.0,79.0,9245,1.0,0.0,5.0,0.0,2006,1.0,1.0,2.0,0.0,2.0,939,1.0,4.0,939,1797,3,1,2.0,8,0,2,2.0,0,0,8.0,4.0,213500
383,384,2.0,60.0,9000,1.0,0.0,20.0,0.0,1928,1.0,1.0,2.0,0.0,0.0,784,0.0,0.0,784,784,2,1,3.0,5,0,2,0.0,0,0,8.0,4.0,76000
384,385,3.0,70.04995836802665,53107,1.0,0.0,4.0,0.0,1992,1.0,1.0,2.0,0.0,2.0,1580,1.0,4.0,1079,1953,3,1,2.0,9,2,2,2.0,0,0,8.0,4.0,240000
385,386,3.0,43.0,3182,1.0,0.0,0.0,4.0,2004,1.0,1.0,1.0,16.0,2.0,1256,1.0,4.0,1269,1269,2,1,2.0,6,1,2,2.0,0,0,8.0,4.0,192000
386,387,3.0,58.0,8410,1.0,0.0,7.0,0.0,1910,2.0,1.0,2.0,0.0,2.0,658,1.0,4.0,658,1184,5,1,3.0,8,0,0,0.0,0,0,8.0,1.0,81000
387,388,3.0,72.0,7200,1.0,0.0,7.0,0.0,1976,3.0,1.0,1.0,255.0,1.0,1041,1.0,4.0,1125,1125,3,1,3.0,6,1,1,2.0,0,0,8.0,0.0,125000
388,389,3.0,93.0,9382,1.0,0.0,5.0,0.0,1999,1.0,1.0,1.0,125.0,2.0,1468,1.0,4.0,1479,1479,3,1,2.0,6,0,2,2.0,0,0,8.0,4.0,191000
389,390,3.0,96.0,12474,1.0,0.0,16.0,0.0,2007,1.0,1.0,3.0,272.0,2.0,1682,1.0,4.0,1742,2332,3,1,0.0,9,1,3,2.0,0,0,6.0,5.0,426000
390,391,3.0,50.0,8405,1.0,0.0,7.0,0.0,1900,1.0,1.0,2.0,0.0,0.0,861,1.0,4.0,961,1367,4,1,3.0,7,0,1,2.0,0,0,8.0,4.0,119000
391,392,3.0,71.0,12209,1.0,0.0,11.0,0.0,2001,1.0,1.0,2.0,0.0,2.0,804,1.0,4.0,804,1961,3,1,2.0,7,1,2,2.0,0,0,8.0,4.0,215000
392,393,3.0,70.04995836802665,8339,1.0,0.0,12.0,0.0,1959,1.0,1.0,2.0,0.0,3.0,0,1.0,4.0,882,882,3,1,3.0,5,0,1,2.0,0,1200,8.0,4.0,106500
393,394,3.0,70.04995836802665,7446,1.0,0.0,3.0,0.0,1941,1.0,1.0,2.0,0.0,1.0,788,1.0,0.0,788,788,2,1,3.0,4,2,0,2.0,0,0,8.0,0.0,100000
394,395,3.0,60.0,10134,1.0,0.0,17.0,0.0,1940,1.0,1.0,2.0,0.0,1.0,735,1.0,0.0,735,1034,2,1,3.0,5,0,1,2.0,0,0,8.0,4.0,109000
395,396,3.0,68.0,9571,1.0,0.0,7.0,0.0,1956,1.0,1.0,2.0,0.0,1.0,1144,1.0,4.0,1144,1144,3,1,3.0,6,0,1,2.0,0,0,8.0,4.0,129000
396,397,3.0,60.0,7200,1.0,0.0,5.0,0.0,1972,3.0,1.0,2.0,0.0,1.0,894,1.0,4.0,894,894,2,1,3.0,6,0,2,2.0,0,0,8.0,4.0,123000
397,398,3.0,69.0,7590,1.0,0.0,12.0,0.0,1962,1.0,1.0,1.0,288.0,1.0,864,1.0,4.0,876,1812,4,1,3.0,8,1,1,2.0,0,0,8.0,4.0,169500
398,399,4.0,60.0,8967,1.0,0.0,9.0,0.0,1920,1.0,1.0,2.0,0.0,0.0,961,1.0,3.0,1077,1077,2,1,3.0,6,0,1,0.0,0,0,8.0,0.0,67000
399,400,1.0,65.0,8125,1.0,0.0,21.0,0.0,2006,1.0,1.0,3.0,100.0,2.0,1092,1.0,4.0,1112,1550,2,1,2.0,7,0,2,2.0,0,0,8.0,4.0,241000
400,401,3.0,38.0,14963,1.0,0.0,24.0,4.0,1996,1.0,1.0,2.0,0.0,2.0,1260,1.0,4.0,1288,1288,1,1,0.0,4,2,2,2.0,0,0,8.0,4.0,245500
401,402,3.0,65.0,8767,1.0,0.0,5.0,0.0,2005,1.0,1.0,2.0,0.0,2.0,1310,1.0,4.0,1310,1310,3,1,2.0,6,1,2,2.0,0,0,6.0,5.0,164990
402,403,3.0,60.0,10200,1.0,0.0,19.0,0.0,1940,1.0,1.0,2.0,0.0,2.0,672,1.0,4.0,672,672,2,1,3.0,4,0,1,0.0,0,0,8.0,4.0,108000
403,404,3.0,93.0,12090,1.0,0.0,15.0,0.0,1998,3.0,1.0,1.0,650.0,2.0,1141,1.0,4.0,1165,2263,4,1,2.0,10,1,2,2.0,0,0,8.0,0.0,258000
404,405,3.0,70.04995836802665,10364,1.0,0.0,8.0,0.0,1995,1.0,1.0,2.0,0.0,2.0,806,1.0,4.0,806,1572,3,1,3.0,7,1,2,2.0,0,0,8.0,4.0,168000
405,406,3.0,70.04995836802665,9991,1.0,0.0,19.0,0.0,1976,1.0,1.0,2.0,0.0,1.0,1281,1.0,4.0,1620,1620,3,1,3.0,8,1,2,2.0,0,0,8.0,4.0,150000
406,407,3.0,51.0,10480,1.0,0.0,18.0,0.0,1936,1.0,1.0,2.0,0.0,0.0,1064,1.0,0.0,1166,1639,3,1,3.0,6,0,1,2.0,0,0,8.0,4.0,115000
407,408,3.0,63.0,15576,1.0,0.0,6.0,0.0,1915,1.0,1.0,2.0,0.0,0.0,840,1.0,4.0,840,1680,4,1,3.0,8,0,1,2.0,0,0,8.0,4.0,177000
408,409,3.0,109.0,14154,1.0,0.0,16.0,0.0,2006,1.0,1.0,1.0,350.0,2.0,1063,1.0,4.0,1071,2172,3,1,2.0,9,1,3,2.0,0,0,6.0,5.0,280000
409,410,1.0,85.0,10800,1.0,0.0,21.0,0.0,2007,1.0,1.0,3.0,100.0,2.0,1034,1.0,4.0,1050,2078,3,1,0.0,8,1,3,2.0,0,0,6.0,5.0,339750
410,411,3.0,68.0,9571,1.0,0.0,7.0,0.0,1958,1.0,1.0,2.0,0.0,1.0,1276,1.0,0.0,1276,1276,3,1,3.0,5,0,1,2.0,0,0,0.0,0.0,60000
411,412,3.0,100.0,34650,1.0,0.0,8.0,1.0,1955,3.0,1.0,2.0,0.0,1.0,1056,0.0,4.0,1056,1056,3,1,3.0,5,0,2,2.0,0,0,8.0,4.0,145000
412,413,1.0,70.04995836802665,4403,1.0,0.0,21.0,0.0,2009,1.0,1.0,3.0,432.0,2.0,1470,1.0,4.0,1478,1478,2,1,2.0,7,1,2,2.0,0,0,6.0,5.0,222000
413,414,4.0,56.0,8960,1.0,0.0,17.0,0.0,1927,1.0,1.0,2.0,0.0,1.0,1008,1.0,0.0,1028,1028,2,1,3.0,5,1,2,2.0,0,0,8.0,4.0,115000
414,415,3.0,59.0,11228,1.0,0.0,20.0,0.0,1993,1.0,1.0,2.0,0.0,2.0,1080,1.0,4.0,1080,2097,3,1,2.0,9,1,3,2.0,0,0,8.0,4.0,228000
415,416,3.0,73.0,8899,1.0,0.0,8.0,0.0,2007,1.0,1.0,2.0,0.0,2.0,1340,1.0,4.0,1340,1340,3,1,2.0,6,0,2,2.0,0,0,6.0,5.0,181134
416,417,3.0,74.0,7844,1.0,0.0,19.0,0.0,1978,3.0,1.0,1.0,203.0,1.0,672,1.0,4.0,672,1400,3,1,3.0,6,1,2,2.0,0,0,8.0,4.0,149500
417,418,3.0,86.0,22420,1.0,0.0,6.0,0.0,1918,3.0,1.0,2.0,0.0,0.0,1370,0.0,0.0,1370,2624,4,1,3.0,10,1,3,0.0,0,0,8.0,4.0,239000
418,419,3.0,60.0,8160,1.0,0.0,7.0,0.0,1940,1.0,1.0,2.0,0.0,0.0,756,0.0,1.0,756,1134,3,1,3.0,7,0,1,1.0,0,0,8.0,1.0,126000
419,420,3.0,65.0,8450,1.0,0.0,12.0,0.0,1968,1.0,1.0,2.0,0.0,1.0,1056,1.0,4.0,1056,1056,3,1,3.0,6,1,1,2.0,0,0,8.0,4.0,142000
420,421,4.0,78.0,7060,1.0,0.0,11.0,2.0,1997,1.0,1.0,1.0,200.0,2.0,1344,1.0,4.0,1344,1344,2,2,3.0,8,0,4,2.0,0,0,8.0,2.0,206300
421,422,3.0,70.04995836802665,16635,1.0,0.0,14.0,0.0,1977,1.0,1.0,3.0,126.0,1.0,1602,1.0,4.0,1602,1602,3,1,2.0,8,1,2,2.0,0,0,8.0,4.0,215000
422,423,3.0,100.0,21750,1.0,0.0,11.0,0.0,1954,3.0,1.0,2.0,0.0,1.0,988,1.0,0.0,988,988,2,1,3.0,4,0,2,0.0,0,0,8.0,4.0,113000
423,424,3.0,80.0,9200,1.0,0.0,15.0,0.0,1998,1.0,1.0,1.0,473.0,2.0,1470,1.0,4.0,1470,2630,4,1,2.0,8,1,3,2.0,0,0,8.0,4.0,315000
424,425,3.0,72.0,9000,1.0,0.0,12.0,0.0,1956,1.0,1.0,1.0,74.0,1.0,1196,1.0,0.0,1196,1196,2,1,3.0,6,1,1,2.0,0,0,8.0,4.0,139000
425,426,4.0,60.0,3378,1.0,0.0,17.0,0.0,1946,1.0,1.0,2.0,0.0,1.0,651,1.0,4.0,707,1389,3,1,3.0,6,2,1,1.0,0,0,8.0,4.0,135000
426,427,3.0,70.04995836802665,12800,1.0,0.0,20.0,0.0,1989,1.0,1.0,1.0,145.0,2.0,1518,1.0,4.0,1644,1644,2,1,2.0,5,1,2,2.0,0,0,8.0,4.0,275000
427,428,3.0,77.0,8593,1.0,0.0,12.0,0.0,1957,3.0,1.0,2.0,0.0,1.0,907,1.0,4.0,907,907,3,1,3.0,5,0,1,2.0,0,0,8.0,4.0,109008
428,429,3.0,64.0,6762,1.0,0.0,5.0,0.0,2007,1.0,1.0,1.0,108.0,2.0,1208,1.0,4.0,1208,1208,2,1,2.0,6,0,2,2.0,0,0,6.0,5.0,195400
429,430,3.0,130.0,11457,1.0,0.0,23.0,0.0,1988,1.0,1.0,2.0,0.0,1.0,1392,1.0,4.0,1412,1412,3,1,2.0,6,1,2,2.0,0,0,8.0,4.0,175000
430,431,4.0,21.0,1680,1.0,0.0,2.0,3.0,1971,1.0,1.0,1.0,232.0,1.0,483,1.0,4.0,483,987,2,1,3.0,4,0,1,2.0,0,0,0.0,0.0,85400
431,432,4.0,60.0,5586,1.0,0.0,17.0,0.0,1920,1.0,1.0,2.0,0.0,0.0,901,1.0,4.0,1088,1198,4,1,3.0,7,0,0,0.0,0,0,3.0,0.0,79900
432,433,4.0,24.0,1920,1.0,0.0,2.0,4.0,1971,1.0,1.0,1.0,376.0,1.0,765,1.0,4.0,765,1365,2,1,3.0,6,0,2,2.0,0,0,8.0,4.0,122500
433,434,3.0,100.0,10839,1.0,0.0,8.0,0.0,1997,1.0,1.0,2.0,0.0,2.0,926,1.0,4.0,926,1604,3,1,3.0,7,1,2,2.0,0,0,8.0,4.0,181000
434,435,4.0,21.0,1890,1.0,0.0,10.0,3.0,1972,1.0,1.0,2.0,0.0,1.0,630,1.0,4.0,630,630,1,1,3.0,3,0,0,2.0,0,0,8.0,4.0,81000
435,436,3.0,43.0,10667,1.0,0.0,5.0,0.0,1996,1.0,1.0,2.0,0.0,2.0,799,1.0,4.0,827,1661,3,1,2.0,6,1,2,2.0,0,0,5.0,4.0,212000
436,437,4.0,40.0,4400,1.0,0.0,17.0,0.0,1920,1.0,1.0,2.0,0.0,0.0,648,1.0,0.0,734,1118,2,1,3.0,6,0,2,2.0,0,0,8.0,4.0,116000
437,438,4.0,50.0,6000,1.0,0.0,3.0,0.0,1926,1.0,1.0,2.0,0.0,2.0,884,1.0,4.0,904,904,2,1,3.0,4,0,1,2.0,0,0,8.0,4.0,119000
438,439,3.0,40.0,4280,1.0,0.0,6.0,0.0,1913,1.0,1.0,2.0,0.0,2.0,440,0.0,4.0,694,694,2,1,2.0,4,1,1,1.0,0,0,8.0,4.0,90350
439,440,3.0,67.0,12354,1.0,0.0,7.0,0.0,1920,1.0,1.0,2.0,0.0,0.0,684,1.0,4.0,684,1196,3,1,2.0,7,0,2,2.0,0,800,4.0,4.0,110000
440,441,3.0,105.0,15431,1.0,0.0,16.0,0.0,2008,3.0,1.0,3.0,200.0,2.0,3094,1.0,4.0,2402,2402,2,1,0.0,10,2,3,2.0,0,0,8.0,4.0,555000
441,442,3.0,92.0,12108,1.0,0.0,7.0,2.0,1955,1.0,1.0,1.0,270.0,1.0,1440,0.0,1.0,1440,1440,4,2,1.0,8,0,0,2.0,0,0,8.0,4.0,118000
442,443,4.0,52.0,6240,1.0,0.0,3.0,0.0,1930,1.0,1.0,2.0,0.0,2.0,1078,1.0,4.0,1128,1573,3,1,3.0,8,1,2,1.0,0,0,8.0,4.0,162900
443,444,3.0,53.0,3922,1.0,0.0,0.0,4.0,2006,1.0,1.0,1.0,72.0,2.0,1258,1.0,4.0,1258,1258,2,1,2.0,6,1,3,2.0,0,0,6.0,5.0,172500
444,445,3.0,70.0,8750,1.0,0.0,5.0,0.0,1994,1.0,1.0,2.0,0.0,2.0,915,1.0,4.0,933,1908,4,1,2.0,8,1,2,2.0,0,0,8.0,4.0,210000
445,446,3.0,73.0,9855,1.0,0.0,7.0,0.0,1956,3.0,1.0,2.0,0.0,1.0,1436,1.0,4.0,1689,1689,3,1,3.0,7,1,2,2.0,0,0,0.0,4.0,127500
446,447,3.0,137.0,16492,1.0,0.0,12.0,0.0,1966,1.0,1.0,2.0,0.0,1.0,1517,1.0,4.0,1888,1888,2,1,2.0,6,1,2,2.0,0,0,8.0,4.0,190000
447,448,3.0,70.04995836802665,11214,1.0,0.0,8.0,0.0,1998,1.0,1.0,2.0,0.0,2.0,930,1.0,4.0,956,1886,4,1,2.0,10,1,2,2.0,0,0,8.0,4.0,199900
448,449,4.0,50.0,8600,1.0,0.0,9.0,0.0,1937,1.0,1.0,2.0,0.0,0.0,780,1.0,4.0,780,1376,3,1,3.0,7,1,1,0.0,0,0,8.0,4.0,119500
449,450,4.0,50.0,6000,1.0,0.0,17.0,0.0,1948,1.0,1.0,2.0,0.0,1.0,649,1.0,4.0,679,1183,2,1,3.0,6,0,1,2.0,0,0,8.0,4.0,120000
450,451,4.0,70.0,5684,1.0,0.0,17.0,0.0,1930,3.0,1.0,2.0,0.0,0.0,813,1.0,0.0,813,813,2,1,2.0,5,0,1,0.0,0,0,8.0,4.0,110000
451,452,3.0,62.0,70761,1.0,0.0,4.0,0.0,1975,1.0,7.0,2.0,0.0,1.0,1533,1.0,4.0,1533,1533,2,1,2.0,5,2,2,2.0,0,0,8.0,4.0,280000
452,453,3.0,70.04995836802665,9303,1.0,0.0,23.0,0.0,1996,3.0,1.0,1.0,42.0,2.0,872,1.0,4.0,888,1756,3,1,3.0,7,0,2,2.0,0,0,8.0,4.0,204000
453,454,1.0,75.0,9000,1.0,0.0,21.0,0.0,2008,1.0,1.0,2.0,0.0,2.0,768,1.0,4.0,786,1590,3,1,2.0,6,0,2,2.0,0,0,8.0,4.0,210000
454,455,3.0,63.0,9297,1.0,0.0,11.0,2.0,1976,1.0,1.0,2.0,0.0,1.0,1728,1.0,4.0,1728,1728,4,2,3.0,8,0,2,2.0,0,0,8.0,3.0,188000
455,456,3.0,80.0,9600,1.0,0.0,14.0,0.0,1973,3.0,1.0,1.0,320.0,1.0,1242,1.0,4.0,1242,1242,3,1,3.0,6,1,2,2.0,0,0,8.0,4.0,175500
456,457,4.0,34.0,4571,1.0,0.0,17.0,0.0,1916,1.0,1.0,2.0,0.0,0.0,624,0.0,4.0,624,1344,4,1,3.0,7,0,3,2.0,0,0,0.0,0.0,98000
457,458,3.0,70.04995836802665,53227,1.0,0.0,4.0,0.0,1954,0.0,5.0,2.0,0.0,1.0,1364,1.0,4.0,1663,1663,2,1,2.0,6,2,2,2.0,0,0,8.0,4.0,256000
458,459,4.0,70.04995836802665,5100,1.0,0.0,17.0,0.0,1925,3.0,1.0,2.0,0.0,2.0,588,1.0,4.0,833,1666,3,1,2.0,7,1,1,2.0,0,0,8.0,4.0,161000
459,460,3.0,70.04995836802665,7015,1.0,0.0,3.0,0.0,1950,1.0,1.0,0.0,161.0,1.0,709,1.0,4.0,979,1203,3,1,2.0,5,1,1,2.0,0,0,8.0,4.0,110000
460,461,1.0,75.0,8004,1.0,0.0,21.0,0.0,2009,1.0,1.0,3.0,110.0,2.0,832,1.0,4.0,832,1935,3,1,3.0,8,0,2,2.0,0,0,6.0,5.0,263435
461,462,3.0,60.0,7200,1.0,0.0,18.0,0.0,1936,1.0,1.0,2.0,0.0,2.0,560,1.0,4.0,575,1135,3,1,2.0,6,0,2,2.0,0,0,8.0,4.0,155000
462,463,3.0,60.0,8281,1.0,0.0,19.0,0.0,1965,1.0,1.0,2.0,0.0,1.0,864,1.0,4.0,864,864,3,1,3.0,5,1,1,2.0,0,0,8.0,4.0,62383
463,464,3.0,74.0,11988,1.0,0.0,6.0,0.0,1934,3.0,1.0,2.0,0.0,1.0,715,1.0,0.0,849,1660,3,1,3.0,6,1,1,2.0,0,0,8.0,4.0,188700
464,465,3.0,60.0,8430,1.0,0.0,5.0,0.0,1978,1.0,1.0,1.0,136.0,1.0,1040,1.0,4.0,1040,1040,3,1,3.0,5,0,0,2.0,0,0,8.0,4.0,124000
465,466,4.0,70.04995836802665,3072,1.0,0.0,0.0,4.0,2004,3.0,1.0,1.0,18.0,2.0,1375,1.0,4.0,1414,1414,2,1,2.0,6,1,2,2.0,0,0,8.0,4.0,178740
466,467,3.0,85.0,10628,1.0,0.0,12.0,0.0,1970,0.0,5.0,2.0,0.0,1.0,1277,1.0,4.0,1277,1277,2,1,3.0,5,1,2,2.0,0,0,8.0,4.0,167000
467,468,3.0,79.0,9480,1.0,0.0,12.0,0.0,1942,1.0,1.0,3.0,224.0,1.0,728,1.0,4.0,888,1644,3,1,2.0,7,2,1,2.0,0,0,8.0,4.0,146500
468,469,3.0,98.0,11428,1.0,0.0,16.0,0.0,2006,1.0,1.0,3.0,248.0,2.0,1626,1.0,4.0,1634,1634,3,1,2.0,7,1,3,2.0,0,0,8.0,4.0,250000
469,470,3.0,76.0,9291,1.0,0.0,20.0,0.0,1993,1.0,1.0,1.0,120.0,2.0,832,1.0,4.0,832,1710,3,1,2.0,7,0,2,2.0,0,0,8.0,4.0,187000
470,471,3.0,70.04995836802665,6820,1.0,0.0,22.0,4.0,1985,1.0,1.0,2.0,0.0,2.0,1488,1.0,4.0,1502,1502,1,1,2.0,4,0,2,2.0,0,0,8.0,4.0,212000
471,472,3.0,92.0,11952,1.0,0.0,14.0,0.0,1977,4.0,6.0,2.0,0.0,1.0,808,1.0,4.0,1161,1969,3,1,3.0,8,1,2,2.0,0,0,8.0,4.0,190000
472,473,4.0,35.0,3675,1.0,0.0,7.0,4.0,2005,1.0,1.0,1.0,80.0,2.0,547,1.0,4.0,1072,1072,2,1,3.0,5,0,2,2.0,0,0,8.0,4.0,148000
473,474,3.0,110.0,14977,1.0,0.0,16.0,0.0,2006,1.0,1.0,1.0,304.0,2.0,1976,1.0,4.0,1976,1976,2,1,2.0,7,1,3,2.0,0,0,6.0,5.0,440000
474,475,3.0,41.0,5330,1.0,0.0,22.0,4.0,2000,1.0,1.0,2.0,0.0,2.0,1494,1.0,4.0,1652,1652,2,1,0.0,6,0,2,2.0,0,0,8.0,4.0,251000
475,476,3.0,80.0,8480,1.0,0.0,19.0,0.0,1963,3.0,1.0,2.0,0.0,1.0,970,1.0,4.0,970,970,2,1,3.0,5,0,2,2.0,0,0,8.0,4.0,132500
476,477,3.0,75.0,13125,1.0,0.0,5.0,0.0,1997,1.0,1.0,1.0,215.0,2.0,1478,1.0,4.0,1493,1493,3,1,2.0,7,1,2,2.0,0,0,8.0,4.0,208900
477,478,3.0,105.0,13693,1.0,0.0,16.0,0.0,2006,3.0,1.0,1.0,772.0,2.0,2153,1.0,4.0,2069,2643,3,1,0.0,9,1,3,2.0,0,0,8.0,4.0,380000
478,479,3.0,79.0,10637,1.0,0.0,5.0,0.0,2007,3.0,1.0,3.0,336.0,2.0,1705,1.0,4.0,1718,1718,3,1,2.0,7,1,3,2.0,0,0,8.0,4.0,297000
479,480,4.0,50.0,5925,1.0,0.0,17.0,0.0,1937,3.0,1.0,0.0,435.0,0.0,907,1.0,4.0,1131,1131,2,1,3.0,7,0,2,2.0,0,0,8.0,2.0,89471
480,481,3.0,98.0,16033,1.0,0.0,16.0,0.0,2004,3.0,1.0,1.0,378.0,2.0,1833,1.0,4.0,1850,1850,3,1,2.0,8,1,3,2.0,0,0,8.0,4.0,326000
481,482,3.0,72.0,11846,1.0,0.0,16.0,0.0,2003,3.0,1.0,1.0,562.0,2.0,1792,1.0,4.0,1792,1792,2,1,0.0,6,1,3,2.0,0,0,8.0,4.0,374000
482,483,4.0,50.0,2500,1.0,0.0,17.0,0.0,1915,1.0,1.0,2.0,0.0,2.0,910,1.0,4.0,916,1826,4,1,0.0,7,1,1,2.0,0,0,8.0,4.0,155000
483,484,4.0,32.0,4500,1.0,0.0,11.0,3.0,1998,3.0,1.0,1.0,116.0,2.0,1216,1.0,4.0,1216,1216,2,1,3.0,5,0,2,2.0,0,0,8.0,4.0,164000
484,485,3.0,70.04995836802665,7758,1.0,0.0,19.0,0.0,1962,1.0,1.0,2.0,0.0,1.0,999,1.0,4.0,999,999,3,1,2.0,6,0,1,2.0,0,0,8.0,4.0,132500
485,486,3.0,80.0,9600,1.0,0.0,12.0,0.0,1950,1.0,1.0,2.0,0.0,1.0,1113,1.0,4.0,1113,1113,3,1,2.0,5,1,1,2.0,0,0,8.0,4.0,147000
486,487,3.0,79.0,10289,1.0,0.0,12.0,0.0,1965,3.0,1.0,1.0,168.0,1.0,1073,1.0,4.0,1073,1073,3,1,3.0,6,0,2,2.0,0,0,8.0,4.0,156000
487,488,3.0,70.0,12243,1.0,0.0,14.0,0.0,1971,1.0,1.0,2.0,0.0,1.0,1484,1.0,4.0,1484,1484,3,1,3.0,7,1,2,2.0,0,0,8.0,4.0,175000
488,489,3.0,60.0,10800,1.0,0.0,17.0,1.0,1900,1.0,1.0,2.0,0.0,1.0,954,0.0,0.0,1766,2414,3,2,3.0,10,1,2,0.0,0,0,3.0,4.0,160000
489,490,4.0,21.0,1526,1.0,0.0,10.0,3.0,1970,1.0,1.0,2.0,0.0,1.0,630,1.0,4.0,630,630,1,1,2.0,3,0,1,2.0,0,0,8.0,4.0,86000
490,491,4.0,70.04995836802665,2665,1.0,0.0,10.0,4.0,1976,1.0,1.0,2.0,0.0,2.0,264,1.0,4.0,616,1304,3,1,3.0,4,1,1,2.0,0,0,8.0,4.0,115000
491,492,3.0,79.0,9490,1.0,0.0,12.0,0.0,1941,1.0,1.0,2.0,0.0,1.0,806,1.0,0.0,958,1578,3,1,1.0,5,2,1,2.0,0,0,8.0,4.0,133000
492,493,3.0,105.0,15578,1.0,0.0,8.0,0.0,2006,1.0,1.0,2.0,0.0,2.0,728,1.0,4.0,728,1456,3,1,3.0,8,0,2,2.0,0,0,6.0,5.0,172785
493,494,3.0,70.0,7931,1.0,0.0,12.0,0.0,1960,1.0,1.0,2.0,0.0,1.0,1269,1.0,0.0,1269,1269,3,1,3.0,6,1,1,2.0,0,0,8.0,4.0,155000
494,495,4.0,50.0,5784,1.0,0.0,17.0,0.0,1938,1.0,1.0,2.0,0.0,0.0,190,1.0,0.0,886,886,2,1,3.0,4,0,1,2.0,0,0,8.0,4.0,91300
495,496,0.0,60.0,7879,1.0,0.0,9.0,0.0,1920,1.0,1.0,2.0,0.0,1.0,720,0.0,0.0,720,720,2,1,3.0,4,0,0,0.0,0,0,8.0,0.0,34900
496,497,3.0,70.04995836802665,12692,1.0,0.0,15.0,0.0,1992,3.0,1.0,2.0,0.0,2.0,3200,1.0,4.0,3228,3228,4,1,2.0,10,1,2,2.0,0,0,8.0,4.0,430000
497,498,3.0,60.0,9120,1.0,0.0,3.0,0.0,1925,1.0,1.0,2.0,0.0,2.0,1026,1.0,4.0,1133,1820,4,1,3.0,8,0,1,0.0,0,0,8.0,4.0,184000
498,499,3.0,65.0,7800,1.0,0.0,19.0,0.0,1967,3.0,1.0,1.0,89.0,2.0,864,1.0,4.0,899,899,3,1,2.0,5,0,1,2.0,0,0,8.0,4.0,130000
499,500,3.0,70.0,7535,1.0,0.0,12.0,0.0,1958,1.0,1.0,2.0,0.0,1.0,912,1.0,4.0,912,912,2,1,3.0,5,0,1,2.0,0,480,8.0,4.0,120000
500,501,4.0,21.0,1890,1.0,0.0,2.0,3.0,1973,1.0,1.0,1.0,285.0,1.0,672,1.0,4.0,672,1218,3,1,3.0,7,0,1,2.0,0,0,8.0,4.0,113000
501,502,1.0,75.0,9803,1.0,0.0,21.0,0.0,2005,1.0,1.0,2.0,0.0,2.0,866,1.0,4.0,866,1768,3,1,2.0,7,0,2,2.0,0,0,8.0,4.0,226700
